"Id","Text","Score","length","type","error.code","error.message","url"
"74","AWESOME Reminds me of kids assignments  due dstes",0.786482572555542,8,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"75","Works well keeps me in touch with my childs teacher",0.783895969390869,10,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"78","its a great app to contact my childs teacher",0.835249722003937,9,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"79","very informative on getting all information out there",0.92335569858551,8,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"80","The app has developed of the years in a number of smart and timr effective ways They had to introduce adds but have done it in a respectful way",0.932975292205811,29,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"83","great app I feel like Im definitely learning the language",0.750149965286255,10,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"86","This is a very fun and easy going way to pick up a language the ads are a bit pesky but im finding myself eager to study and immensely rewarded with the success ive had as of yet i cant say i trust my accent to be improving but i think in tandem with other forms of study this is a major improvement over the tedium of tapes textbooks and classes",0.821054220199585,71,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"87","LOVE IT SUPER ADDICTIVE ALMOST DONE WITH MY FIRST LANGUAGE",0.977048218250275,10,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"90","This app is excellent Ive been at it for a few days and so far it has taught me enough conversational Spanish to converse with a couple of friends Amazing job",0.827173352241516,31,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"93","Great app wish the voice was a little clearer",0.811628460884094,9,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"97","its been interesting so far it does seem to flow organically in a sense Old words popping up as you learn new ones to help you retain Only been using it for a few days but I have hope Better than the other language learning sites Ive used",0.956619739532471,48,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"99","This app helps me to improve my Japanese Daily reminder helps me to retain and remember what i have learnt A good tool for learning",0.798403978347778,25,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"102","Fantastic way to become farmiliar with the language you want to learn and is easy and fun to use Given the fact that the app is free the amount of ads seems appropriate and the utilities are polished and sleek compared to apps that are similar Would definitely recommend this to any language learner",0.975841343402863,54,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"103","Colorful and encouraging Supplements my weekly Japanese class well",0.95958799123764,9,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"106","I knew some Spanish like most people who really dont speak it only knew the bad words but ive learned so much more than that thanks for creating such a good app adios buenas nochas gracias  ",0.886865735054016,36,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"107","so great after less than a week i can already read a lot of korean and it helps me btush up on my spanish great challenging fun learning app",0.943330228328705,29,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"108","I recommend it to learn a language from scratch",0.83538693189621,9,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"109","Duolingo is a best app to learn more Language",0.918423533439636,9,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"112","great for learning Spanish",0.991937518119812,4,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"114","Very great for learning new languages which is what it is meant for As long as you are patient and stay with your lessons consistently you will be able to learn a new language or brush up on a language you already know fairly easily 1010 would recommend for anyone that is interested in a new language",0.985151410102844,57,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"116","Outstanding From basics to advanced learn at whatever speed and intensity you like Comprehensive Great variety of methods and help Structured and bitesized reading writing matching and speaking lessons with hints  tips how and why grammar pages graded story reading learner discussions rewards and so much more Regular updates Plus feedback to responsive innovative and knowledgeable language and technical developers Not so intrusive ads And Free Whats not to like",0.99269437789917,70,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"117","great tool  makes learning new languages like learning to type  labor intensive to be sure but you can see real progress quickly",0.985346734523773,22,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"124","this app is really helpful for learning math than school",0.773110449314117,10,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"127","i think this app is really helpful because while it gives u the answer it also shows u the work",0.797049105167389,20,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"128","This aap is very helpful and amazing Install thia",0.948529839515686,9,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"129","great app loved it it could even do complex calculations thumbs up to the developer",0.913180530071259,15,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"130","no explanation needed unlike most of the other people who use this I actually attempt to learn from the in depth explanations this app gives",0.740711808204651,25,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"132","It is an amazing app that really helped me a lot  ",0.963052988052368,11,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"153","my friends told me that im just cheating using this app but it makes me understand the topic mor easier ",0.161288231611252,20,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"163","I love getting communication from teachers directlyif teachers use it i know my kids homework before he gets home I can ask about itand promptsettles some conflicts It helps to be in the know love it",0.875808954238892,36,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"169","I really like the app for communication with the teacher as I hate emailing and having to constantly check it and the app gives me notifications of when the teacher responds",0.118256807327271,31,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"171","Love being able to connect to my daughters teacher and knowing what is going on at school right away",0.257448673248291,19,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"272","if a YouTube video is embedded in a quiz the title shows up as well which completely ruins it because it reveals the answer",0.198704153299332,24,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"276","I love your app such as all of the tests there amazing but I thought I would play it more than i do",0.870882153511047,23,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"289","Granddaughter love abc mouse because its so interactive with the different activities",0.956737041473389,12,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"305","My kids love this its a great app and helps them learn so much",0.933120131492615,14,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"360","Great study guide to use when youre on the go I was able to utilize this app while traveling back home If you want to study during your commute or without the encumbrance of a laptop use this app on your tablet or phone",0.173860102891922,44,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"365","It rules I only wish I could make my own flashcards without going premium but I have found the search feature works just fine to find sets of flashcards others have madw on the same subjects Im trying to study I love the learb option that takes the flashcards up to a whole new level",0.215809196233749,55,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"366","very easy to use i especially like it for language learning and humanities science terms",0.935894787311554,15,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"369","Extremely usefull for all of the subjects so many usefull tools and helpfull tips Great for languages",0.988312363624573,17,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"375","IT IS AWSOME U DONT EVEN HAVE TO STUDY IN YOUR BOOK U CAN LITERALLY STUDY ON A ELECTRONIC          and i like that your android supporters",0.803235650062561,26,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"389","I love this app It makes it super easy to put together test questions Being able to use the microphone feature speeds the process up incredibly I love that it reminds you to study before tests",0.808689892292023,36,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"395","Great app and free to use but gets better if you pay 12 a year Which is actually really cheap Also the games to play when yiu get bored actually help you study  tge same time plus it gives you test over what youve been studying for All around perfect for the average college student",0.843125820159912,55,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"480","I use it for Japanese its actually very useful the predictive flash card creation is helpful for making sets of cards organisation is better than other flash cards apps Ive used previously in combination with paper or another device to write on one of the best ways to learn vocabulary or other writing systems like the kanji in Japanese",0.950072705745697,59,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"486","The free version of the app is so good to be honest you dont need the other pazzaz theyre trying to sell to you 4  cause good functionality just dont liked to be asked at almost every press whether I want to upgrade",0.75831663608551,43,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"507","very good and easy to do school on and make classes and study sets for friends and students to join          ",0.960047245025635,20,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"521","really like duolingo in my opinion the app should be less animated cant wait for new exercises and to find a way of learning faster and better thanks duolingo",0.993472874164581,29,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"539","Im updating my review I had previously given this a five star rating but now Im revising it down Duolingo is ok if youre a beginner but if you have any background with the language the free version does not work well It forces you to practice the same basic vocabulary over and over and over again and if you want to test out and get to a higher level you have to upgrade to the paid version In addition the streak freeze feature does not work  can erase months of accumulated points",0.075382798910141,93,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"547","This is just One Great app to learn language for free Thank You Duolingo for giving me this opportunity Thanks to you guys I learned Italian in just three years It was a pleasure",0.960823953151703,34,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"553","I am enjoying Duolingo learn a language I have started on Italian and while I can match the words I find the sentences difficult I need to learn some verbs and also pronouns and how to conjugate them",0.84472131729126,38,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"557","Im learning more with this app compared to the others and its free Learning at your own speed is very important so no rush have fun and enjoy the best language app ever",0.96705824136734,33,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"568","DO NOT SIGN UP FOR A TRIAL ITS A SCAM It was understimulating for my  child I couldnt move past the level They dont list their customer  service number anywhere I had to get it from my bank They said they took  ir down because children would call which seems like a weak excuse to  make them unaccesable and continue to charge The app takes up too much  space and will in time it will malfunction I wound up paying 60 by June  in 2018 I threatened to file a claim with the fcc and they gave me 40  Ugh The EMAILS GOOD GOD So many emails Theres no shortage of programs  like this do not sign up for this one just because its on TV If you want  your child to excel take them to the library Read out loud Get a chalk  board Make learning fun",0.5,148,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"634","This is great for all schools People who think its boring are school haters It is helpful for the teachers who wouldnt waste their time on notebooks Theyd prefer Classroom",0.930245637893677,30,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"763","Well we have been using this for some time now and I have no problem with  the app",0.87281346321106,18,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"776","Great useful app modernizes and digitalizes learn ing",0.970890522003174,8,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"827","Great Teacher Tool  I use this app to remind students of assignments send rubrics and send images of examples I also use it for my athletic teams I coach to remind athletes of practice and game times",0.91374945640564,37,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"868","good help with math problems that i dont understand how to work out",0.106922179460526,13,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"874","I just want to say thank you for making this app it really helps me a lot Before i use this app i cant understand much how to do maths questions but now i dont even need to tuition to understand those question anymore Once again thank you very much for making this app youre a life saver ",0.826323807239532,58,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"932","I told my teacher about the app and she made all of the kids in my class including me play it because she loves the app I also love the app",0.87688946723938,31,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"961","Photomath is fluent as it is dilligent The diversity of the app is what continues to impress me in terms of its mathmatical calculations as well as its user interface You cant go wrong",0.0977912843227386,34,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"997","helpful for when Im studying alone and need help with a specific problem Also helps with taking down notes",0.15529727935791,19,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1011","Easy to use we get updated information for our kids fastest way to communicate with teachers",0.901578903198242,16,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1018","I love this app because it helps remind me of important due dates and times that things need to be completed I also get the opportunity to speak to my childs teacher directly through the app which makes it super convient for me",0.887570023536682,43,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1077","Waste of time Just use the website not the app I am a student and it wouldnt even let me join Kahoot games without signing in as a administrator",0.203395813703537,29,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1094","Damn it Burn doulingo burn I got a notification from Duo a new message in club Im going to the club and what I see I havent club anymore I wrote the clubcode but its full Ahaha nice experience Thank you Duo",0.198207557201385,42,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1101","I am currently learning Russian on Duolingo Russian is a very difficult language and I find that duolingo makes easy and fun to learn I want to learn many different languages and I am planning to use duolingo for all of them ",0.878637433052063,42,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1102","Great for learning better for practice Would definitely recommend purchasing other means of learning to use along with this I use it for Japanese and while it is going well they do kind of gloss over the katakana characters quickly",0.969314336776733,40,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1311","the lessons are too repetitive there are too many functions with the aim to make the app look like a game but I found them confusing and annoying",0.0842030346393585,28,"User Ex",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"40","Characters are limited which is a big problem You cant see contact info after you add someone There should be an option to add select contacts from one class to another without adding their information each time",0.116076916456223,37,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"48","Big bug experienced in case of receiving app notifications its just random ie very rarely do i actually get notified for a message on it and so me having to check Remind every now  then to make sure if I didnt miss any announcement in any of my classes Plus they dont have any feature for muting any class notifications that you dont need anymoreyear completed moved schools etc neither Its such a pain in the butt having to use something without any choice just because of bandwagon ",0.111167103052139,88,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"52","my phone number was added randomly to a school national recruiter list at 6am from remind so Im getting texts Why is my info being shared ",0.5,26,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"164","The change in amount of characters allowed makes it difficult to explain homework especially when you are an ELA teacher and want to use proper English Adding an attachment shortens it more Ive used this app for several years with great success but the downgrade has lead me to a different app for next year",0.190730661153793,55,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"181","Always have issues sending messages many times they do not go through once they finally send Great communication tool though",0.191391944885254,20,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"190","I like the app itself but in all honesty the website works better Every time I try and send a message to a parent that I select from people section of the app it always goes to the wrong person Theyre wires are crossed they need to really fix this",0.155025869607925,50,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"210","its a great game just wont work when I make a account",0.837727248668671,12,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"286","I like its so far for my child but the app is horrible It takes forever to load or it doesnt load at all and have to force stop it Not worth the money unless it gets fixed",0.0146796703338623,38,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"311","This app is not working for me at all I cant even update it I got the app for my 2 year old daughter She loves to learn",0.21090105175972,28,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"317","Keeps changing to Spanish",0.713413715362549,4,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"322","Terrible It makes you download another app that moniters your phone and send reports to your domain administrator Invasion of privacy It also wanted me to make a Work profile The website however is amazing I would recommend using the website rather than the app",0.781127691268921,45,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"324","Some stuff on Classwork doesnt show up",0.5,7,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"343","it is not letting me go on it",0.133189678192139,8,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"471","It used to be great and a great way to help remind the students to behave but there are so many glitches in this new update it is unusable Points from the app dont always show up and when they finally do 4 or more show up at a time with the same time stamp There was always a weird glitch that I couldnt go to comments from the point screen Id have to go to class story or toolkit first The final straw was trying to reset the points and only getting a loading screen",0.0918571054935455,96,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"566","I have had it for a week or so the sound doesnt work half of the time it  constantly freezes and random changes itself to spanish",0.2322618663311,26,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"569","I just want to unsubscribe When I try to log in the screen goes black  Everytime This is a huge waste of your time and effort To ever consider  this for your child",0.118298709392548,33,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"590","App shucks doesnt work most of the time",0.0498185455799103,8,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"592","This app is very glitch and not native",0.0370129942893982,8,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"598","Wouldnt let me cancel and too many glitches fix it",0.0344810485839844,10,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"602","The app is great for school but it says I need to update it but its up to date Hopefully glitch can be fixed soon",0.231922894716263,25,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"612","Ridiculous The old version had a section about where materials could be added The recent one deleted all my uploaded materials Stupid",0.136259198188782,22,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"623","This is such a frustrating app It keeps telling me to update it despite having the most updated version already Also it almost impossible to find anything thats has been posted",0.0873921811580658,31,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"628","I enter my code for my classroom and it doesnt work",0.0586881339550018,11,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"638","Since the new update it is really hard for me to access my homework This is because the to do tab isnt available anymore Please fix it thanks",0.0386889278888702,28,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1133","we are having so many issues with the app I have had the subscription for years with no problem but lately my kids cannot even use it It keeps freezing up and locking them out This is happening across all our devices For a service I am paying for I am very disappointed",0.0353703200817108,53,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1134","I love using ABC mouse however the app is so slow and glitches so much we cant hardly use it I am lucky if we can get it to open at all Shame to pay for something that doesnt work",0.154375225305557,40,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
